Gene,Mutation CDF
GNL1,0.3307436322180043
GPANK1,0.3382203653561903
GPSM3,0.3382203653561903
GTF2H4,0.4402401498218237
H2-AA,0.999199963222452
H2-AB1,0.9999999999802441
H2-BL,0.3307436322180043
H2-D1,0.44835258379040765
H2-DMA,0.47280627678975723
H2-DMB1,0.9999045992511092
H2-DMB2,0.8936306086075811
H2-EA-PS,0.8039708958010161
H2-EB1,0.9512184757259706
H2-EB2,0.7356519373379616
H2-K1,0.9999999999999526
H2-K2,0.7356519373379616
H2-KE6,0.392205700067496
H2-M10.1,0.3382203653561903
H2-M10.2,0.3457614477485237
H2-M10.3,0.3307436322180043
H2-M10.4,0.37651511907242724
H2-M10.5,0.3843367185726985
H2-M10.6,0.37651511907242724
H2-M11,0.3843367185726985
H2-M2,0.3382203653561903
H2-M3,0.3307436322180043
H2-M5,0.3457614477485237
H2-M6-PS,0.3307436322180043
H2-M9,0.3457614477485237
H2-OA,0.8936306086075811
H2-OB,0.9079460778376941
H2-PA,0.7618111405700521
H2-PB,0.6719037180872669
H2-Q1,0.392205700067496
H2-Q10,0.3307436322180043
H2-Q2,0.40807355145298707
H2-Q3,0.36102597454444907
H2-Q4,0.37651511907242724
H2-Q5,0.36102597454444907
H2-T10,0.32333382461890137
H2-T22,0.32333382461890137
H2-T23,0.3457614477485237
H2-T3,0.3307436322180043
HNRNPM,0.5301045729548909
HSF2BP,0.49736292459449494
HSPA1A,0.32333382461890137
HSPA1B,0.32333382461890137
IER3,0.32333382461890137
KANK3,0.3307436322180043
KCTD20,0.3457614477485237
KIFC1,0.8777731647724336
LSM2,0.32333382461890137
LST1,0.48917166139007057
LTA,0.42409363327682775
LTB,0.3382203653561903
LY6G5B,0.32333382461890137
LY6G5C,0.36874389409229646
LY6G6C,0.3457614477485237
LY6G6D,0.40807355145298707
LY6G6E,0.36102597454444907
MDC1,0.3382203653561903
MDGA1,0.48917166139007057
MIR6970,0.32333382461890137
MIR6971,0.32333382461890137
MIR6974,0.32333382461890137
MIR7667,0.6417099050645158
MIR8094,0.3307436322180043
MOG,0.3457614477485237
MORC2B,0.46463903956603303
MSH5,0.44835258379040765
MTCH1,0.6569320740466202
MYO1F,0.5626438187592302
NDUFA7,0.3457614477485237
NDUFV3,0.36102597454444907
NELFE,0.3307436322180043
NFKBIL1,0.4001190128282391
NOTCH3,0.47280627678975723
NOTCH4,0.979669167125395
NRM,0.37651511907242724
OLFR102,0.32333382461890137
OLFR103,0.3457614477485237
OLFR104-PS,0.32333382461890137
OLFR105-PS,0.3457614477485237
OLFR106-PS,0.41606615950838
OLFR107,0.3382203653561903
OLFR108,0.32333382461890137
OLFR109,0.32333382461890137
OLFR111,0.36874389409229646
OLFR112,0.3457614477485237
OLFR114,0.32333382461890137
OLFR115,0.3307436322180043
OLFR116,0.3382203653561903
OLFR117,0.32333382461890137
OLFR118,0.3457614477485237
OLFR119,0.3382203653561903
OLFR120,0.3533642264425757
OLFR121,0.36102597454444907
OLFR122,0.40807355145298707
OLFR123,0.3382203653561903
OLFR124,0.3307436322180043
OLFR125,0.36874389409229646
OLFR127,0.3382203653561903
OLFR128,0.3382203653561903
OLFR129,0.3382203653561903
OLFR130,0.32333382461890137
OLFR131,0.32333382461890137
OLFR133,0.32333382461890137
OLFR136,0.32333382461890137
OLFR137,0.32333382461890137
OLFR138,0.3382203653561903
OLFR239,0.42409363327682775
OLFR55,0.4564866739651216
OLFR63,0.4564866739651216
OLFR754-PS1,0.32333382461890137
OLFR755-PS1,0.36102597454444907
OLFR756-PS1,0.36874389409229646
OLFR757-PS1,0.32333382461890137
OLFR758-PS1,0.3382203653561903
OLFR759-PS1,0.37651511907242724
OLFR760-PS1,0.3382203653561903
OLFR761,0.32333382461890137
OLFR762-PS1,0.32333382461890137
OLFR90,0.3843367185726985
OLFR91,0.44835258379040765
OLFR92,0.36102597454444907
OLFR93,0.32333382461890137
OLFR94,0.3307436322180043
OLFR96,0.32333382461890137
OLFR97,0.37651511907242724
OLFR98,0.3307436322180043
OLFR99,0.3457614477485237
PBX2,0.32333382461890137
PDE9A,0.9348645336416923
PDXK-PS,0.7489117508848748
PFDN6,0.6938465343134047
PGLYRP2,0.42409363327682775
PI16,0.538266904125979
PIM1,0.40807355145298707
PKNOX1,0.3533642264425757
PNPLA1,0.6340116699203996
PNPLA1OS,0.4402401498218237
POU5F1,0.42409363327682775
PPIL1,0.9701279654600694
PPP1R10,0.3307436322180043
PPP1R11,0.3382203653561903
PPP1R18,0.3307436322180043
PPT2,0.36874389409229646
PRAM1,0.7010139441315211
PRR3,0.32333382461890137
PRRC2A,0.3843367185726985
PRRT1,0.3307436322180043
PSMB8,0.5626438187592302
PSMB9,0.8151304644690215
PSORS1C2,0.3382203653561903
PXT1,0.3307436322180043
RAB11B,0.6184551058540628
RAB44,0.4321527256015544
RASAL3,0.3843367185726985
RGL2,0.8205591215490331
RING1,0.36874389409229646
RNF39,0.3457614477485237
RNF5,0.32333382461890137
RNF8,0.42409363327682775
RP23-106N22.5,0.3382203653561903
RP23-364A24.1,0.4321527256015544
RP23-98F21.12,0.42409363327682775
RPL35A-PS3,0.3382203653561903
RPL9-PS5,0.32333382461890137
RPP21,0.32333382461890137
RPS18,0.5301045729548909
RRP1B,0.6184551058540628
RSPH1,0.4564866739651216
RXRB,0.3382203653561903
SAPCD1,0.46463903956603303
SIK1,0.42409363327682775
SKIV2L,0.32333382461890137
SKIV2L-PS1,0.3382203653561903
SLC37A1,0.44835258379040765
SLC39A7,0.36874389409229646
SLC44A4,0.3307436322180043
SRSF3,0.4001190128282391
STK19,0.40807355145298707
STK19-PS1,0.46463903956603303
STK38,0.44835258379040765
TAP1,0.6493509641013738
TAP2,0.780460028474715
TAPBP,0.48098496307208854
TBC1D22B,0.40807355145298707
TBC1D22BOS,0.42409363327682775
TFF1,0.37651511907242724
TFF3,0.32333382461890137
TMEM217,0.3307436322180043
TMPRSS3,0.4402401498218237
TNF,0.3307436322180043
TNXA,0.5464131487875187
TNXB,0.8858980195064106
TRIM10,0.392205700067496
TRIM15,0.3382203653561903
TRIM26,0.4402401498218237
TRIM31,0.4321527256015544
TRIM39,0.32333382461890137
TRIM40,0.3843367185726985
TRP53COR1,0.7982410759877611
U2AF1,0.3533642264425757
UBASH3A,0.5947645694211685
UBD,0.36102597454444907
UMODL1,0.8039708958010161
VARS,0.32333382461890137
VARS2,0.392205700067496
VHL-PS1,0.32333382461890137
VPS52,0.9907386369087631
WDR4,0.3382203653561903
WDR46,0.7081041603301703
WIZ,0.42409363327682775
ZBTB12,0.32333382461890137
ZBTB22,0.32333382461890137
ZFAND3,0.37651511907242724
ZFP101,0.42409363327682775
ZFP414,0.32333382461890137
ZFP422-RS1,0.5301045729548909
ZFP472,0.5464131487875187
ZFP563,0.6719037180872669
ZFP57,0.3382203653561903
ZFP763,0.46463903956603303
ZFP799,0.42409363327682775
ZFP81,0.5301045729548909
ZFP811,0.3382203653561903
ZFP870,0.8509954751807729
ZFP871,0.40807355145298707
ZFP952,0.42409363327682775
ZFP955A,0.554539910851159
ZFP955B,0.5055552997637276
ZNRD1,0.3307436322180043
